seqnames,start,end,width,strand,Conc,Conc_Yng,Conc_Old,Fold,p.value,FDR
chr7,97081178,97083153,1976,*,9.98,10.1,9.84,0.26,0.00723,0.0451
chr8,79294313,79295715,1403,*,9.64,9.78,9.49,0.29,0.00723,0.0451
chr6,97277840,97278806,967,*,8.09,8.31,7.83,0.48,0.00723,0.0451
chr19,28010480,28012329,1850,*,9.71,9.85,9.56,0.29,0.00723,0.0451
chr14,102805843,102807155,1313,*,9.04,9.22,8.84,0.38,0.00724,0.0451
chr7,140855821,140857725,1905,*,9.56,9.7,9.42,0.28,0.00724,0.0451
chr4,124700057,124701695,1639,*,8.55,8.74,8.34,0.39,0.00724,0.0451
chr8,33897684,33898702,1019,*,8.91,9.08,8.72,0.36,0.00725,0.0451
chr5,23615598,23617462,1865,*,8.51,8.69,8.29,0.4,0.00725,0.0451
chr12,110888256,110889979,1724,*,9.3,9.45,9.13,0.32,0.00725,0.0451
chr13,67637019,67638326,1308,*,8.79,8.96,8.6,0.36,0.00725,0.0451
chr13,21944673,21945911,1239,*,9.33,9.48,9.16,0.32,0.00726,0.0451
chr16,20140523,20141841,1319,*,8.97,9.14,8.79,0.35,0.00726,0.0451
chr8,22807706,22809057,1352,*,9.34,9.49,9.19,0.3,0.00726,0.0451
chr2,71031845,71032912,1068,*,7.88,8.12,7.58,0.54,0.00726,0.0451
chr15,89239881,89240582,702,*,7.35,7.63,7.01,0.61,0.00726,0.0451
chr18,84588672,84590544,1873,*,9.82,9.96,9.68,0.28,0.00727,0.0451
chr3,93554639,93556270,1632,*,9.33,9.47,9.17,0.31,0.00727,0.0451
chr4,124801814,124803418,1605,*,9.46,9.61,9.29,0.32,0.00727,0.0451
chr13,63701556,63702313,758,*,7.27,7.56,6.9,0.65,0.00728,0.0452
chr12,105705531,105706576,1046,*,7.57,7.84,7.25,0.59,0.00728,0.0452
chr3,30855434,30856677,1244,*,9.1,9.25,8.92,0.34,0.00728,0.0452
chr10,128704111,128705791,1681,*,9.17,9.32,9,0.32,0.00729,0.0452
chr14,52278764,52280111,1348,*,9.58,9.71,9.43,0.28,0.00729,0.0452
chr5,114679869,114682014,2146,*,8.43,8.62,8.2,0.42,0.00729,0.0452
chr5,20778214,20779644,1431,*,9.42,9.58,9.24,0.34,0.00729,0.0452
chr19,21897152,21898256,1105,*,7.85,8.08,7.57,0.51,0.0073,0.0452
chr14,14087407,14088844,1438,*,9.07,9.27,8.85,0.42,0.0073,0.0452
chr7,81854590,81855265,676,*,7.84,8.08,7.57,0.51,0.0073,0.0452
chr18,84311460,84312226,767,*,7.28,7.56,6.93,0.63,0.0073,0.0452
chr17,49427796,49428992,1197,*,8.79,8.96,8.59,0.36,0.0073,0.0452
chr1,9847075,9848998,1924,*,9.37,9.52,9.21,0.31,0.0073,0.0452
chr4,99032526,99034500,1975,*,7.94,8.17,7.66,0.51,0.0073,0.0452
chr5,134188559,134189077,519,*,8.22,8.42,7.98,0.44,0.00731,0.0452
chr6,113306060,113308161,2102,*,10.12,10.24,9.99,0.25,0.00731,0.0452
chr1,174501440,174503728,2289,*,9.12,9.3,8.92,0.38,0.00731,0.0452
chr19,57343498,57344478,981,*,8.27,8.48,8.03,0.45,0.00731,0.0452
chr18,60499916,60500708,793,*,8.62,8.8,8.42,0.38,0.00731,0.0452
chr6,134829495,134831182,1688,*,9.58,9.72,9.43,0.28,0.00731,0.0452
chr6,121083860,121084683,824,*,7.77,8.01,7.48,0.53,0.00732,0.0452
chr8,115506509,115507840,1332,*,8.85,9.01,8.65,0.36,0.00732,0.0452
chr4,25281089,25282352,1264,*,9.52,9.66,9.37,0.29,0.00732,0.0452
chr3,52179512,52180185,674,*,8.15,8.37,7.89,0.48,0.00732,0.0452
chr3,102732544,102733387,844,*,7.54,7.82,7.21,0.61,0.00732,0.0452
chr8,45358106,45359465,1360,*,7.51,7.77,7.19,0.58,0.00732,0.0452
chr7,24254257,24255709,1453,*,8.19,8.4,7.94,0.47,0.00732,0.0452
chr11,72484496,72485083,588,*,7.5,7.77,7.16,0.62,0.00733,0.0452
chr13,58112895,58113859,965,*,8.42,8.61,8.2,0.42,0.00733,0.0452
chr6,122825779,122826903,1125,*,8.7,8.87,8.5,0.37,0.00733,0.0452
chr16,38521994,38523427,1434,*,9.13,9.29,8.96,0.33,0.00733,0.0452
chr10,128747444,128748904,1461,*,9.33,9.48,9.17,0.3,0.00733,0.0452
chr17,14693660,14694765,1106,*,7.29,7.57,6.94,0.63,0.00734,0.0452
chr10,62577926,62578986,1061,*,8.76,8.94,8.55,0.38,0.00734,0.0452
chr14,14067649,14068798,1150,*,8.24,8.46,7.99,0.47,0.00735,0.0453
chr11,17050829,17052479,1651,*,8.82,8.99,8.62,0.37,0.00735,0.0453
chr3,52267447,52270405,2959,*,9.88,10.02,9.73,0.3,0.00736,0.0453
chr5,150118259,150119389,1131,*,9.19,9.34,9.02,0.32,0.00736,0.0453
chr13,117023942,117026099,2158,*,9.72,9.85,9.58,0.27,0.00736,0.0453
chr10,100160005,100161088,1084,*,7.36,7.64,7.02,0.62,0.00736,0.0453
chr13,14038994,14040077,1084,*,8.79,8.96,8.59,0.36,0.00736,0.0453
chr10,69924415,69926857,2443,*,8.58,8.78,8.35,0.43,0.00737,0.0453
chr16,77013223,77014705,1483,*,9.52,9.65,9.36,0.29,0.00737,0.0453
chr6,146221246,146222991,1746,*,9.03,9.19,8.86,0.33,0.00738,0.0454
chr11,33146783,33148778,1996,*,9.02,9.21,8.81,0.4,0.00738,0.0454
chr16,18581301,18583164,1864,*,8.1,8.32,7.85,0.46,0.00738,0.0454
chr10,22730415,22732171,1757,*,9.48,9.63,9.31,0.32,0.00739,0.0454
chr4,41568685,41570016,1332,*,9.32,9.47,9.15,0.32,0.00739,0.0454
chr11,32532127,32534316,2190,*,9.35,9.49,9.19,0.3,0.00739,0.0454
chr18,53175868,53177412,1545,*,9.23,9.39,9.04,0.35,0.00739,0.0454
chr19,25137671,25138790,1120,*,7.64,7.89,7.34,0.55,0.00739,0.0454
chr12,104824430,104825478,1049,*,8.04,8.27,7.78,0.49,0.00739,0.0454
chr2,121412981,121414665,1685,*,9.64,9.78,9.49,0.29,0.00739,0.0454
chr1,80664878,80666069,1192,*,8.2,8.41,7.95,0.47,0.0074,0.0454
chr11,90558269,90559245,977,*,8.57,8.75,8.36,0.39,0.0074,0.0454
chr1,191097097,191098899,1803,*,8.01,8.23,7.74,0.49,0.00741,0.0454
chr8,105700451,105702134,1684,*,9.37,9.51,9.22,0.29,0.00741,0.0455
chr8,22432860,22433639,780,*,8.1,8.32,7.85,0.47,0.00742,0.0455
chr1,4496029,4497367,1339,*,8.82,8.99,8.63,0.36,0.00742,0.0455
chr4,86611262,86612593,1332,*,9.04,9.2,8.86,0.34,0.00742,0.0455
chr8,106870524,106872311,1788,*,8.23,8.43,7.99,0.44,0.00742,0.0455
chr5,98032962,98033617,656,*,7.93,8.16,7.66,0.5,0.00743,0.0455
chr19,40488513,40489861,1349,*,7.87,8.12,7.55,0.57,0.00743,0.0455
chr1,190168598,190169756,1159,*,7.87,8.1,7.59,0.51,0.00743,0.0455
chr1,10039452,10040410,959,*,8.99,9.15,8.8,0.35,0.00743,0.0455
chr17,69180815,69181845,1031,*,8.23,8.43,7.99,0.44,0.00743,0.0455
chr2,28597646,28599881,2236,*,9.39,9.53,9.23,0.3,0.00744,0.0455
chr15,34046241,34047171,931,*,8.95,9.12,8.77,0.35,0.00744,0.0455
chr2,153610551,153611575,1025,*,8.65,8.84,8.44,0.4,0.00744,0.0455
chr11,6414930,6416848,1919,*,9.9,10.03,9.76,0.27,0.00744,0.0455
chr10,83004308,83005637,1330,*,8.43,8.65,8.16,0.49,0.00745,0.0455
chr1,168287539,168289293,1755,*,9.46,9.62,9.28,0.33,0.00745,0.0455
chr1,74034455,74035029,575,*,7.56,7.82,7.24,0.58,0.00745,0.0455
chr5,24907867,24909578,1712,*,9.41,9.56,9.24,0.32,0.00746,0.0456
chr9,91364066,91365453,1388,*,8.27,8.48,8.03,0.45,0.00747,0.0456
chr1,119836495,119838060,1566,*,9.6,9.74,9.46,0.28,0.00747,0.0456
chr2,173335670,173336542,873,*,7.32,7.6,6.96,0.64,0.00749,0.0457
chr4,130913671,130914393,723,*,8.28,8.48,8.04,0.44,0.00749,0.0457
chr1,167452376,167453431,1056,*,7.73,7.97,7.44,0.54,0.00749,0.0457
chr6,13838265,13840106,1842,*,8.59,8.78,8.38,0.4,0.00749,0.0457
chr10,67126266,67127725,1460,*,9.08,9.24,8.9,0.35,0.0075,0.0457
chr6,17409484,17410597,1114,*,8.5,8.69,8.28,0.4,0.0075,0.0458
chrX,13229802,13231280,1479,*,8.69,8.86,8.49,0.37,0.00751,0.0458
chrX,73639099,73640484,1386,*,7.89,8.12,7.61,0.51,0.00751,0.0458
chr13,12394608,12395902,1295,*,9.43,9.57,9.28,0.3,0.00751,0.0458
chr12,3806111,3808809,2699,*,10.15,10.28,10,0.28,0.00753,0.0459
chr2,114174436,114175782,1347,*,8.38,8.58,8.16,0.42,0.00754,0.046
chr15,41446494,41448602,2109,*,9.91,10.04,9.78,0.26,0.00755,0.046
chr8,94778508,94779664,1157,*,8.39,8.58,8.16,0.42,0.00756,0.046
chr5,57716600,57718679,2080,*,9.82,9.94,9.68,0.26,0.00756,0.046
chr1,157554180,157555468,1289,*,7.89,8.12,7.62,0.5,0.00756,0.046
chr8,34804813,34805623,811,*,8.33,8.53,8.1,0.43,0.00756,0.046
chr1,43091336,43093215,1880,*,9.25,9.39,9.08,0.31,0.00757,0.046
chr6,125572298,125573849,1552,*,8.94,9.11,8.76,0.35,0.00757,0.0461
chr12,57229897,57231559,1663,*,9.49,9.63,9.33,0.3,0.00758,0.0461
chr6,88901727,88902860,1134,*,9.08,9.24,8.9,0.34,0.00759,0.0461
chr2,144165025,144166306,1282,*,8.4,8.59,8.17,0.42,0.00759,0.0461
chr19,23151364,23152741,1378,*,7.91,8.14,7.63,0.51,0.00759,0.0461
chr2,84886321,84887147,827,*,7.43,7.7,7.1,0.6,0.00759,0.0461
chr17,35222138,35222892,755,*,8.01,8.23,7.75,0.48,0.00759,0.0461
chr18,14988994,14990020,1027,*,7.32,7.62,6.95,0.66,0.0076,0.0462
chr8,106209996,106211679,1684,*,9.21,9.36,9.04,0.32,0.0076,0.0462
chr7,47747118,47748042,925,*,7.39,7.05,7.66,-0.61,0.0076,0.0462
chr6,90781567,90782932,1366,*,7.91,8.15,7.62,0.53,0.00761,0.0462
chr5,91962125,91963550,1426,*,9.68,9.81,9.53,0.29,0.00761,0.0462
chr1,171344929,171346466,1538,*,8.45,8.64,8.23,0.41,0.00762,0.0462
chr15,72928420,72929817,1398,*,9.63,9.77,9.49,0.27,0.00762,0.0462
chr1,106795732,106797184,1453,*,9.23,9.38,9.05,0.33,0.00763,0.0462
chr19,10017761,10018698,938,*,8.38,8.57,8.16,0.42,0.00763,0.0462
chr11,21571565,21572625,1061,*,9.53,9.66,9.37,0.29,0.00763,0.0462
chr1,16518554,16520178,1625,*,9.77,9.9,9.62,0.28,0.00763,0.0462
chr3,59130340,59131385,1046,*,7.7,7.95,7.41,0.54,0.00764,0.0463
chr11,21992718,21994280,1563,*,7.84,8.09,7.54,0.55,0.00764,0.0463
chr2,4570195,4571028,834,*,8.08,8.3,7.83,0.47,0.00764,0.0463
chr17,83983073,83983734,662,*,7.44,7.06,7.74,-0.68,0.00764,0.0463
chr16,4077300,4078246,947,*,8.73,8.91,8.54,0.37,0.00765,0.0463
chr19,42089890,42091197,1308,*,9.31,9.45,9.14,0.3,0.00765,0.0463
chr1,132245980,132246847,868,*,8.48,8.67,8.26,0.41,0.00766,0.0463
chr5,35574653,35575553,901,*,7.85,8.09,7.57,0.52,0.00766,0.0463
chr4,127020823,127022594,1772,*,9.87,9.99,9.73,0.26,0.00766,0.0463
chr5,146230693,146232006,1314,*,9.38,9.53,9.22,0.31,0.00766,0.0463
chr16,32547161,32548373,1213,*,7.4,7.67,7.06,0.61,0.00766,0.0463
chr17,83731817,83733190,1374,*,9.11,9.27,8.94,0.32,0.00766,0.0463
chr8,109868027,109869556,1530,*,9.46,9.61,9.31,0.3,0.00767,0.0463
chr4,10873628,10875170,1543,*,9.34,9.49,9.18,0.32,0.00767,0.0463
chr17,17293646,17294864,1219,*,8.83,9.01,8.63,0.38,0.00768,0.0464
chr7,101969680,101971539,1860,*,9.59,9.72,9.44,0.28,0.00769,0.0464
chr18,70140841,70141803,963,*,7.7,7.95,7.38,0.57,0.00769,0.0464
chr7,100495415,100496223,809,*,8.69,8.87,8.48,0.39,0.00769,0.0464
chr18,49550420,49551568,1149,*,7.86,8.09,7.58,0.51,0.00769,0.0464
chr6,120112002,120112976,975,*,8.46,8.65,8.25,0.4,0.0077,0.0464
chr1,79857897,79859662,1766,*,8.44,8.64,8.21,0.43,0.0077,0.0464
chr2,83643970,83645262,1293,*,9.23,9.39,9.06,0.34,0.0077,0.0464
chr17,80061042,80063017,1976,*,9.83,9.96,9.69,0.26,0.0077,0.0464
chr6,4086323,4087423,1101,*,9,9.16,8.82,0.34,0.0077,0.0464
chr14,55054127,55055767,1641,*,7.96,8.19,7.7,0.5,0.00771,0.0464
chr14,30548046,30550083,2038,*,9.46,9.6,9.31,0.29,0.00771,0.0464
chr3,122290647,122291148,502,*,7.73,7.98,7.44,0.54,0.00771,0.0464
chrX,135795489,135796747,1259,*,8.35,8.56,8.11,0.44,0.00771,0.0464
chr6,131364400,131364949,550,*,7.36,7.64,7.01,0.63,0.00772,0.0465
chr10,121701271,121702203,933,*,7.78,8.02,7.5,0.52,0.00773,0.0465
chr14,34548350,34549842,1493,*,9.24,9.4,9.05,0.34,0.00773,0.0465
chr12,3981132,3982490,1359,*,9.04,9.19,8.86,0.33,0.00774,0.0466
chr5,148379360,148380248,889,*,8.98,9.14,8.8,0.34,0.00775,0.0466
chr1,36307244,36308787,1544,*,9.46,9.6,9.31,0.29,0.00775,0.0466
chr9,27298719,27300575,1857,*,9.38,9.53,9.22,0.31,0.00776,0.0467
chr16,62853441,62854891,1451,*,8.75,8.92,8.55,0.36,0.00776,0.0467
chr15,50360690,50362582,1893,*,8.73,8.9,8.53,0.37,0.00776,0.0467
chr3,105452089,105453412,1324,*,8.37,8.58,8.12,0.46,0.00777,0.0467
chr4,110286519,110287880,1362,*,8.36,8.56,8.13,0.43,0.00777,0.0467
chrX,113184522,113185861,1340,*,8.53,8.72,8.31,0.41,0.00778,0.0467
chr14,61556074,61557469,1396,*,9.35,9.5,9.18,0.32,0.00778,0.0467
chr9,13748727,13749851,1125,*,8.98,9.15,8.79,0.35,0.0078,0.0468
chr3,36474883,36476418,1536,*,9.78,9.92,9.63,0.29,0.0078,0.0468
chr19,11335745,11336598,854,*,7.54,7.8,7.22,0.58,0.0078,0.0468
chr4,26345585,26347532,1948,*,9.71,9.85,9.57,0.28,0.00781,0.0469
chr17,86752822,86755575,2754,*,9.36,9.51,9.19,0.32,0.00782,0.0469
chr16,10843747,10844584,838,*,8.21,8.44,7.93,0.5,0.00782,0.0469
chr2,180919942,180921526,1585,*,8.97,9.14,8.78,0.36,0.00782,0.0469
chr4,126162436,126163721,1286,*,8.81,8.98,8.62,0.36,0.00783,0.0469
chr16,44501882,44503739,1858,*,9.41,9.56,9.25,0.31,0.00783,0.0469
chr18,62179537,62180569,1033,*,9.1,9.25,8.92,0.33,0.00784,0.047
chr5,110447664,110449466,1803,*,9.8,9.93,9.66,0.27,0.00784,0.047
chr12,36380792,36382543,1752,*,9.49,9.63,9.33,0.3,0.00786,0.0471
chr12,8864626,8865402,777,*,7.76,8,7.47,0.53,0.00786,0.0471
chr18,46596942,46598701,1760,*,9.71,9.84,9.56,0.28,0.00786,0.0471
chr6,42354122,42355211,1090,*,8.86,9.06,8.63,0.43,0.00787,0.0471
chr19,32387349,32389775,2427,*,9.41,9.55,9.25,0.31,0.00787,0.0471
chr18,23807589,23808122,534,*,7.8,8.03,7.51,0.52,0.00789,0.0472
chr9,7220963,7222218,1256,*,8.08,8.3,7.81,0.49,0.00789,0.0472
chrX,20657795,20659409,1615,*,9.12,9.28,8.95,0.32,0.00789,0.0472
chr5,139776985,139777593,609,*,7.38,7.71,6.95,0.76,0.00789,0.0472
chr8,123040986,123043054,2069,*,10.16,10.27,10.03,0.25,0.00789,0.0472
chr2,76672321,76674133,1813,*,8.95,9.1,8.77,0.34,0.00789,0.0472
chr3,129901107,129902046,940,*,8.7,8.88,8.48,0.41,0.0079,0.0472
chr18,46279762,46281175,1414,*,8.52,8.71,8.31,0.4,0.0079,0.0472
chr12,16893840,16895896,2057,*,10.02,10.14,9.88,0.26,0.00791,0.0472
chr17,66518790,66520205,1416,*,8.94,9.11,8.76,0.34,0.00791,0.0473
chr18,64342455,64343264,810,*,7.75,7.99,7.46,0.53,0.00792,0.0473
chr10,91122980,91124596,1617,*,9.56,9.7,9.41,0.3,0.00792,0.0473
chr18,70052706,70053764,1059,*,9.18,9.33,9,0.33,0.00792,0.0473
chr7,76098685,76099888,1204,*,8.62,8.8,8.41,0.39,0.00793,0.0473
chrX,151800532,151801447,916,*,8.37,8.56,8.15,0.41,0.00793,0.0473
chr17,56078753,56080038,1286,*,9.97,10.09,9.84,0.26,0.00793,0.0473
chr3,69044290,69045556,1267,*,9.41,9.55,9.25,0.3,0.00793,0.0473
chr10,53398022,53399514,1493,*,7.67,7.94,7.34,0.59,0.00794,0.0473
chr2,58035331,58036422,1092,*,8.84,9.01,8.65,0.35,0.00794,0.0473
chr8,8239305,8240287,983,*,7.33,7.61,6.99,0.62,0.00795,0.0473
chr1,9942912,9944612,1701,*,8.85,9.02,8.67,0.35,0.00795,0.0473
chr4,16087632,16089204,1573,*,8.27,8.47,8.03,0.43,0.00795,0.0473
chr3,14902570,14904011,1442,*,7.59,7.86,7.26,0.6,0.00795,0.0473
chr10,44003278,44004878,1601,*,8.68,8.86,8.46,0.4,0.00795,0.0473
chr18,5591196,5594044,2849,*,9.86,9.98,9.72,0.26,0.00795,0.0473
chr12,100907317,100908662,1346,*,7.27,7.57,6.9,0.67,0.00796,0.0474
chr2,130397064,130398621,1558,*,8.31,8.51,8.08,0.43,0.00796,0.0474
chr12,16583706,16584652,947,*,8.57,8.75,8.37,0.39,0.00796,0.0474
chr13,119754920,119757083,2164,*,9.44,9.59,9.28,0.3,0.00796,0.0474
chr5,75730209,75731843,1635,*,9.23,9.38,9.07,0.31,0.00796,0.0474
chr13,58273131,58274962,1832,*,9.26,9.42,9.07,0.35,0.00797,0.0474
chr8,72474513,72475872,1360,*,9.18,9.33,9.01,0.32,0.00797,0.0474
chr8,106972572,106973815,1244,*,8.27,8.47,8.03,0.44,0.00797,0.0474
chr6,37299037,37300714,1678,*,7.91,8.14,7.64,0.51,0.00797,0.0474
chr19,42146949,42148752,1804,*,9,9.16,8.81,0.35,0.00797,0.0474
chr13,61803732,61804936,1205,*,8.43,8.63,8.2,0.42,0.00797,0.0474
chr18,60774131,60775422,1292,*,9.33,9.48,9.16,0.32,0.00798,0.0474
chr2,163994555,163995912,1358,*,9.44,9.58,9.28,0.3,0.00798,0.0474
chr10,98781730,98782530,801,*,7.62,7.88,7.32,0.56,0.00799,0.0474
chr12,31444041,31444887,847,*,7.74,8,7.44,0.56,0.00799,0.0474
chr10,77515253,77516525,1273,*,8.55,8.74,8.35,0.39,0.00799,0.0474
chr7,65644156,65645608,1453,*,9.41,9.56,9.25,0.31,0.00799,0.0474
chr3,63963494,63965090,1597,*,9.38,9.52,9.22,0.3,0.008,0.0474
chr15,12320653,12322681,2029,*,9.71,9.84,9.57,0.26,0.008,0.0474
chr15,12824118,12825436,1319,*,9.34,9.48,9.17,0.32,0.008,0.0474
chrX,98774073,98775235,1163,*,8,8.24,7.72,0.53,0.008,0.0474
chr12,69158524,69160037,1514,*,9.53,9.66,9.38,0.29,0.008,0.0474
chr10,128492908,128494956,2049,*,9.71,9.84,9.57,0.27,0.008,0.0474
chr15,64363735,64364957,1223,*,8.07,8.28,7.82,0.46,0.008,0.0474
chr5,4911208,4912665,1458,*,8.24,8.44,8.01,0.43,0.00801,0.0474
chr3,32529207,32530308,1102,*,8.84,9.01,8.65,0.36,0.00801,0.0474
chr16,64769998,64771723,1726,*,9.14,9.29,8.97,0.32,0.00801,0.0474
chr1,155776944,155778737,1794,*,8.27,8.47,8.03,0.45,0.00802,0.0474
chr17,66448299,66450427,2129,*,9.4,9.56,9.23,0.33,0.00802,0.0474
chr10,4786639,4787667,1029,*,8.27,8.48,8.02,0.46,0.00802,0.0474
chr9,79792624,79793853,1230,*,9.36,9.5,9.2,0.3,0.00802,0.0474
chr12,56344941,56346354,1414,*,8.7,8.87,8.51,0.37,0.00802,0.0474
chr7,45896430,45897910,1481,*,9.19,9.34,9.02,0.32,0.00803,0.0475
chr13,6153548,6154473,926,*,7.61,7.86,7.3,0.55,0.00803,0.0475
chr1,177795312,177797007,1696,*,9.69,9.82,9.55,0.27,0.00804,0.0475
chr2,164167857,164169056,1200,*,7.47,7.73,7.14,0.59,0.00804,0.0475
chr18,20745214,20746731,1518,*,9.18,9.34,9.01,0.32,0.00805,0.0475
chr14,77416115,77417026,912,*,7.41,7.67,7.08,0.6,0.00806,0.0476
chr7,94414985,94416174,1190,*,8.02,8.25,7.75,0.5,0.00806,0.0476
chr2,157818356,157819155,800,*,7.37,7.64,7.03,0.61,0.00806,0.0476
chr13,63278010,63279399,1390,*,8.11,8.34,7.84,0.5,0.00806,0.0476
chr4,99120129,99121480,1352,*,8.96,9.12,8.77,0.36,0.00806,0.0476
chr1,138962678,138964475,1798,*,9.4,9.54,9.25,0.29,0.00806,0.0476
chr5,51551796,51553328,1533,*,9.05,9.22,8.86,0.36,0.00806,0.0476
chr16,18811132,18812801,1670,*,9.45,9.59,9.3,0.29,0.00807,0.0476
chr18,80468570,80470748,2179,*,9.94,10.07,9.8,0.27,0.00808,0.0476
chr7,27507435,27509032,1598,*,9.6,9.73,9.45,0.28,0.00808,0.0476
chr5,139149287,139150951,1665,*,9.69,9.82,9.55,0.28,0.00808,0.0476
chr9,64178701,64179861,1161,*,8.54,8.72,8.34,0.39,0.00808,0.0476
chr10,40300647,40302986,2340,*,9.84,9.96,9.7,0.26,0.00809,0.0476
chr2,75831731,75833052,1322,*,9.21,9.36,9.04,0.32,0.00809,0.0477
chr9,90270178,90271265,1088,*,8.61,8.79,8.41,0.38,0.0081,0.0477
chr10,121033009,121034820,1812,*,8.89,9.06,8.71,0.35,0.00811,0.0477
chr9,110732267,110733305,1039,*,8.74,8.91,8.54,0.37,0.00811,0.0477
chr10,112271466,112272482,1017,*,7.58,7.83,7.27,0.56,0.00811,0.0477
chr7,83698968,83699671,704,*,7.59,7.85,7.27,0.57,0.00811,0.0477
chr14,20733236,20735096,1861,*,9.42,9.56,9.26,0.31,0.00811,0.0477
chr14,46831389,46833216,1828,*,9.2,9.36,9.04,0.32,0.00812,0.0477
chr18,73959570,73960344,775,*,8.2,8.4,7.96,0.44,0.00812,0.0477
chr7,84778920,84780187,1268,*,8.89,9.07,8.69,0.37,0.00812,0.0477
chr3,16184169,16184816,648,*,7.3,7.59,6.94,0.65,0.00813,0.0477
chr13,112926899,112928316,1418,*,9.31,9.46,9.14,0.32,0.00813,0.0477
chr16,75592426,75594323,1898,*,9.37,9.52,9.22,0.3,0.00813,0.0477
chr9,13586868,13587801,934,*,8.07,8.3,7.81,0.49,0.00813,0.0478
chr19,37560936,37562234,1299,*,8.23,8.44,7.99,0.45,0.00813,0.0478
chr6,30509152,30510302,1151,*,8.55,8.73,8.34,0.39,0.00814,0.0478
chr7,51861186,51862782,1597,*,9.8,9.93,9.66,0.26,0.00814,0.0478
chr6,97210504,97212442,1939,*,9.03,9.18,8.85,0.33,0.00814,0.0478
chr4,3574369,3575470,1102,*,8.79,8.95,8.59,0.36,0.00815,0.0478
chr2,148396750,148398210,1461,*,8.56,8.76,8.32,0.45,0.00815,0.0478
chr7,4751829,4753514,1686,*,9.18,9.33,9.01,0.32,0.00816,0.0479
chr4,152447878,152449194,1317,*,8.37,8.57,8.14,0.43,0.00816,0.0479
chr12,112617131,112618436,1306,*,8.89,9.05,8.71,0.35,0.00816,0.0479
chr4,40702525,40703779,1255,*,9.18,9.33,9.01,0.32,0.00817,0.0479
chr7,80078783,80079369,587,*,7.92,8.14,7.65,0.49,0.00817,0.0479
chr10,75859168,75860746,1579,*,9.1,9.25,8.92,0.33,0.00817,0.0479
chr5,103595255,103596068,814,*,7.47,7.73,7.15,0.58,0.00817,0.0479
chr7,88481629,88483031,1403,*,8.61,8.8,8.4,0.39,0.00819,0.0479
chr8,25101484,25103721,2238,*,9.56,9.7,9.41,0.29,0.00819,0.048
chrX,35888121,35889830,1710,*,9.16,9.31,8.99,0.32,0.0082,0.048
chr1,105980685,105981479,795,*,7.97,8.21,7.7,0.51,0.0082,0.048
chr19,61266364,61267206,843,*,8.92,9.08,8.74,0.34,0.00821,0.048
chr3,90508279,90509941,1663,*,9.28,9.43,9.11,0.31,0.00821,0.048
chr4,88093670,88095393,1724,*,9.46,9.59,9.31,0.29,0.00821,0.048
chr15,44618325,44620160,1836,*,9.97,10.09,9.83,0.26,0.00822,0.048
chr7,116033496,116034586,1091,*,7.56,7.83,7.21,0.62,0.00822,0.0481
chr7,68127625,68128547,923,*,7.93,8.16,7.66,0.5,0.00823,0.0481
chr8,109778234,109779777,1544,*,9.29,9.44,9.13,0.32,0.00824,0.0482
chr3,138526027,138528368,2342,*,9.88,10.01,9.75,0.26,0.00824,0.0482
chr17,87281783,87284110,2328,*,9.99,10.11,9.86,0.26,0.00824,0.0482
chr2,75703352,75705547,2196,*,10.57,10.67,10.45,0.22,0.00825,0.0482
chr3,21991518,21992495,978,*,8.53,8.71,8.31,0.4,0.00826,0.0482
chr6,34155580,34156736,1157,*,8.53,8.72,8.31,0.41,0.00826,0.0482
chr13,60936181,60937370,1190,*,8.81,9.01,8.58,0.44,0.00827,0.0482
chr8,57322896,57324117,1222,*,7.34,7.62,7,0.62,0.00827,0.0482
chr14,76110264,76111435,1172,*,8.82,8.99,8.63,0.36,0.00827,0.0482
chr10,8885246,8886840,1595,*,9.49,9.63,9.34,0.29,0.00827,0.0482
chr9,9238287,9239679,1393,*,8.78,8.97,8.57,0.4,0.00828,0.0482
chr15,88890393,88891702,1310,*,8.94,9.1,8.75,0.35,0.00828,0.0483
chr8,119394401,119395611,1211,*,8.74,8.91,8.54,0.37,0.00828,0.0483
chr5,34335712,34337484,1773,*,9.62,9.76,9.47,0.28,0.00828,0.0483
chr14,96517747,96519171,1425,*,7.65,7.9,7.35,0.55,0.0083,0.0483
chr4,145199994,145200881,888,*,8.68,8.88,8.44,0.44,0.0083,0.0483
chr10,79681267,79683553,2287,*,9.78,9.91,9.63,0.28,0.0083,0.0483
chr8,22705942,22707057,1116,*,8.9,9.06,8.72,0.35,0.0083,0.0483
chr7,133708583,133709736,1154,*,8.77,8.93,8.57,0.36,0.0083,0.0483
chrX,44789336,44790565,1230,*,8.9,9.06,8.72,0.34,0.0083,0.0483
chr2,173171254,173172530,1277,*,9,9.16,8.82,0.34,0.0083,0.0483
chr12,112598813,112599745,933,*,8.51,8.7,8.3,0.39,0.0083,0.0483
chr6,129048831,129050229,1399,*,8.4,8.6,8.18,0.42,0.0083,0.0483
chr18,34005234,34007638,2405,*,9.18,9.34,9,0.34,0.00831,0.0483
chr2,62645378,62646907,1530,*,9.42,9.56,9.27,0.29,0.00831,0.0483
chr3,123332519,123333561,1043,*,8.17,8.38,7.92,0.46,0.00831,0.0483
chr19,23686917,23688193,1277,*,8.66,8.84,8.45,0.4,0.00832,0.0483
chr11,49249623,49251072,1450,*,9.1,9.26,8.92,0.34,0.00832,0.0483
